Creato come nuovo set dati;Sample 013 By Administrator Date martedì, novembre 22 2022
cm-1;%T
2481.00;71.95
2480.00;72.04
2479.00;72.11
2478.00;72.15
2477.00;72.18
2476.00;72.22
2475.00;72.27
2474.00;72.31
2473.00;72.35
2472.00;72.38
2471.00;72.43
2470.00;72.48
2469.00;72.52
2468.00;72.55
2467.00;72.60
2466.00;72.67
2465.00;72.73
2464.00;72.79
2463.00;72.85
2462.00;72.92
2461.00;72.98
2460.00;73.03
2459.00;73.06
2458.00;73.10
2457.00;73.13
2456.00;73.18
2455.00;73.24
2454.00;73.29
2453.00;73.33
2452.00;73.35
2451.00;73.36
2450.00;73.38
2449.00;73.42
2448.00;73.46
2447.00;73.50
2446.00;73.53
2445.00;73.58
2444.00;73.63
2443.00;73.70
2442.00;73.75
2441.00;73.79
2440.00;73.83
2439.00;73.87
2438.00;73.92
2437.00;73.97
2436.00;74.02
2435.00;74.05
2434.00;74.08
2433.00;74.10
2432.00;74.13
2431.00;74.17
2430.00;74.20
2429.00;74.24
2428.00;74.29
2427.00;74.35
2426.00;74.41
2425.00;74.46
2424.00;74.48
2423.00;74.49
2422.00;74.49
2421.00;74.50
2420.00;74.54
2419.00;74.59
2418.00;74.66
2417.00;74.71
2416.00;74.75
2415.00;74.77
2414.00;74.78
2413.00;74.79
2412.00;74.80
2411.00;74.82
2410.00;74.85
2409.00;74.89
2408.00;74.93
2407.00;74.98
2406.00;75.04
2405.00;75.10
2404.00;75.16
2403.00;75.22
2402.00;75.26
2401.00;75.29
2400.00;75.31
2399.00;75.34
2398.00;75.37
2397.00;75.41
2396.00;75.45
2395.00;75.50
2394.00;75.55
2393.00;75.60
2392.00;75.62
2391.00;75.63
2390.00;75.65
2389.00;75.69
2388.00;75.75
2387.00;75.83
2386.00;75.90
2385.00;75.96
2384.00;76.01
2383.00;76.06
2382.00;76.12
2381.00;76.19
2380.00;76.26
2379.00;76.34
2378.00;76.39
2377.00;76.44
2376.00;76.47
2375.00;76.52
2374.00;76.55
2373.00;76.57
2372.00;76.58
2371.00;76.60
2370.00;76.62
2369.00;76.64
2368.00;76.67
2367.00;76.72
2366.00;76.77
2365.00;76.82
2364.00;76.85
2363.00;76.85
2362.00;76.84
2361.00;76.86
2360.00;76.90
2359.00;76.98
2358.00;77.06
2357.00;77.11
2356.00;77.14
2355.00;77.14
2354.00;77.12
2353.00;77.12
2352.00;77.15
2351.00;77.21
2350.00;77.27
2349.00;77.29
2348.00;77.29
2347.00;77.31
2346.00;77.37
2345.00;77.45
2344.00;77.52
2343.00;77.52
2342.00;77.49
2341.00;77.45
2340.00;77.44
2339.00;77.46
2338.00;77.50
2337.00;77.54
2336.00;77.57
2335.00;77.61
2334.00;77.64
2333.00;77.65
2332.00;77.65
2331.00;77.66
2330.00;77.69
2329.00;77.74
2328.00;77.76
2327.00;77.76
2326.00;77.73
2325.00;77.71
2324.00;77.71
2323.00;77.72
2322.00;77.73
2321.00;77.72
2320.00;77.71
2319.00;77.71
2318.00;77.72
2317.00;77.74
2316.00;77.76
2315.00;77.78
2314.00;77.78
2313.00;77.76
2312.00;77.74
2311.00;77.72
2310.00;77.71
2309.00;77.72
2308.00;77.74
2307.00;77.75
2306.00;77.74
2305.00;77.72
2304.00;77.70
2303.00;77.72
2302.00;77.76
2301.00;77.80
2300.00;77.83
2299.00;77.84
2298.00;77.85
2297.00;77.86
2296.00;77.90
2295.00;77.93
2294.00;77.94
2293.00;77.93
2292.00;77.91
2291.00;77.90
2290.00;77.90
2289.00;77.89
2288.00;77.88
2287.00;77.88
2286.00;77.89
2285.00;77.89
2284.00;77.89
2283.00;77.88
2282.00;77.85
2281.00;77.79
2280.00;77.75
2279.00;77.75
2278.00;77.79
2277.00;77.85
2276.00;77.90
2275.00;77.93
2274.00;77.92
2273.00;77.90
2272.00;77.90
2271.00;77.92
2270.00;77.95
2269.00;77.98
2268.00;77.99
2267.00;77.97
2266.00;77.96
2265.00;77.97
2264.00;78.01
2263.00;78.08
2262.00;78.14
2261.00;78.17
2260.00;78.17
2259.00;78.16
2258.00;78.13
2257.00;78.09
2256.00;78.05
2255.00;78.02
2254.00;78.01
2253.00;78.04
2252.00;78.12
2251.00;78.23
2250.00;78.35
2249.00;78.44
2248.00;78.46
2247.00;78.43
2246.00;78.36
2245.00;78.28
2244.00;78.20
2243.00;78.15
2242.00;78.13
2241.00;78.13
2240.00;78.15
2239.00;78.19
2238.00;78.25
2237.00;78.31
2236.00;78.35
2235.00;78.35
2234.00;78.33
2233.00;78.31
2232.00;78.32
2231.00;78.38
2230.00;78.46
2229.00;78.54
2228.00;78.61
2227.00;78.65
2226.00;78.66
2225.00;78.63
2224.00;78.59
2223.00;78.57
2222.00;78.57
2221.00;78.55
2220.00;78.52
2219.00;78.50
2218.00;78.50
2217.00;78.53
2216.00;78.58
2215.00;78.62
2214.00;78.63
2213.00;78.62
2212.00;78.62
2211.00;78.64
2210.00;78.67
2209.00;78.67
2208.00;78.63
2207.00;78.61
2206.00;78.61
2205.00;78.64
2204.00;78.64
2203.00;78.62
2202.00;78.59
2201.00;78.58
2200.00;78.60
2199.00;78.63
2198.00;78.64
2197.00;78.64
2196.00;78.62
2195.00;78.61
2194.00;78.61
2193.00;78.61
2192.00;78.61
2191.00;78.58
2190.00;78.51
2189.00;78.40
2188.00;78.33
2187.00;78.34
2186.00;78.40
2185.00;78.45
2184.00;78.46
2183.00;78.45
2182.00;78.46
2181.00;78.54
2180.00;78.69
2179.00;78.86
2178.00;78.97
2177.00;78.99
2176.00;78.99
2175.00;78.99
2174.00;78.98
2173.00;78.95
2172.00;78.91
2171.00;78.88
2170.00;78.82
2169.00;78.72
2168.00;78.63
2167.00;78.61
2166.00;78.64
2165.00;78.68
2164.00;78.70
2163.00;78.72
2162.00;78.73
2161.00;78.73
2160.00;78.75
2159.00;78.82
2158.00;78.91
2157.00;78.96
2156.00;78.97
2155.00;78.98
2154.00;79.02
2153.00;79.06
2152.00;79.13
2151.00;79.20
2150.00;79.25
2149.00;79.26
2148.00;79.26
2147.00;79.28
2146.00;79.35
2145.00;79.44
2144.00;79.53
2143.00;79.60
2142.00;79.61
2141.00;79.55
2140.00;79.46
2139.00;79.41
2138.00;79.45
2137.00;79.53
2136.00;79.64
2135.00;79.76
2134.00;79.87
2133.00;79.94
2132.00;79.97
2131.00;79.99
2130.00;80.02
2129.00;80.08
2128.00;80.15
2127.00;80.21
2126.00;80.25
2125.00;80.26
2124.00;80.26
2123.00;80.26
2122.00;80.26
2121.00;80.24
2120.00;80.22
2119.00;80.24
2118.00;80.27
2117.00;80.30
2116.00;80.30
2115.00;80.28
2114.00;80.26
2113.00;80.25
2112.00;80.25
2111.00;80.26
2110.00;80.25
2109.00;80.23
2108.00;80.19
2107.00;80.15
2106.00;80.11
2105.00;80.09
2104.00;80.11
2103.00;80.15
2102.00;80.20
2101.00;80.25
2100.00;80.29
2099.00;80.32
2098.00;80.34
2097.00;80.35
2096.00;80.37
2095.00;80.41
2094.00;80.44
2093.00;80.45
2092.00;80.45
2091.00;80.46
2090.00;80.47
2089.00;80.46
2088.00;80.44
2087.00;80.43
2086.00;80.44
2085.00;80.47
2084.00;80.53
2083.00;80.61
2082.00;80.69
2081.00;80.73
2080.00;80.72
2079.00;80.70
2078.00;80.68
2077.00;80.67
2076.00;80.68
2075.00;80.74
2074.00;80.80
2073.00;80.82
2072.00;80.80
2071.00;80.77
2070.00;80.75
2069.00;80.74
2068.00;80.73
2067.00;80.72
2066.00;80.70
2065.00;80.67
2064.00;80.65
2063.00;80.65
2062.00;80.69
2061.00;80.72
2060.00;80.75
2059.00;80.79
2058.00;80.83
2057.00;80.82
2056.00;80.77
2055.00;80.70
2054.00;80.65
2053.00;80.62
2052.00;80.61
2051.00;80.62
2050.00;80.63
2049.00;80.62
2048.00;80.62
2047.00;80.64
2046.00;80.67
2045.00;80.67
2044.00;80.65
2043.00;80.63
2042.00;80.63
2041.00;80.64
2040.00;80.65
2039.00;80.67
2038.00;80.69
2037.00;80.70
2036.00;80.76
2035.00;80.87
2034.00;81.01
2033.00;81.08
2032.00;81.09
2031.00;81.09
2030.00;81.12
2029.00;81.18
2028.00;81.25
2027.00;81.32
2026.00;81.39
2025.00;81.44
2024.00;81.48
2023.00;81.52
2022.00;81.55
2021.00;81.55
2020.00;81.53
2019.00;81.55
2018.00;81.59
2017.00;81.63
2016.00;81.65
2015.00;81.69
2014.00;81.70
2013.00;81.66
2012.00;81.57
2011.00;81.46
2010.00;81.39
2009.00;81.37
2008.00;81.42
2007.00;81.50
2006.00;81.56
2005.00;81.57
2004.00;81.57
2003.00;81.62
2002.00;81.72
2001.00;81.83
2000.00;81.92
1999.00;81.98
1998.00;82.00
1997.00;81.97
1996.00;81.90
1995.00;81.87
1994.00;81.85
1993.00;81.83
1992.00;81.81
1991.00;81.84
1990.00;81.91
1989.00;81.99
1988.00;82.03
1987.00;82.05
1986.00;82.05
1985.00;82.02
1984.00;81.98
1983.00;81.92
1982.00;81.84
1981.00;81.73
1980.00;81.66
1979.00;81.71
1978.00;81.85
1977.00;81.97
1976.00;82.00
1975.00;81.94
1974.00;81.84
1973.00;81.75
1972.00;81.75
1971.00;81.81
1970.00;81.85
1969.00;81.80
1968.00;81.68
1967.00;81.59
1966.00;81.58
1965.00;81.62
1964.00;81.69
1963.00;81.80
1962.00;81.92
1961.00;82.01
1960.00;82.05
1959.00;82.06
1958.00;82.03
1957.00;81.96
1956.00;81.89
1955.00;81.86
1954.00;81.87
1953.00;81.87
1952.00;81.87
1951.00;81.88
1950.00;81.89
1949.00;81.89
1948.00;81.86
1947.00;81.86
1946.00;81.86
1945.00;81.86
1944.00;81.86
1943.00;81.88
1942.00;81.94
1941.00;81.99
1940.00;82.00
1939.00;81.98
1938.00;81.94
1937.00;81.89
1936.00;81.87
1935.00;81.89
1934.00;81.97
1933.00;82.07
1932.00;82.17
1931.00;82.28
1930.00;82.40
1929.00;82.50
1928.00;82.55
1927.00;82.56
1926.00;82.55
1925.00;82.54
1924.00;82.57
1923.00;82.65
1922.00;82.75
1921.00;82.83
1920.00;82.86
1919.00;82.87
1918.00;82.87
1917.00;82.89
1916.00;82.93
1915.00;82.98
1914.00;83.01
1913.00;83.02
1912.00;83.02
1911.00;83.05
1910.00;83.08
1909.00;83.10
1908.00;83.14
1907.00;83.21
1906.00;83.31
1905.00;83.38
1904.00;83.41
1903.00;83.41
1902.00;83.41
1901.00;83.39
1900.00;83.40
1899.00;83.43
1898.00;83.47
1897.00;83.47
1896.00;83.45
1895.00;83.43
1894.00;83.43
1893.00;83.44
1892.00;83.44
1891.00;83.46
1890.00;83.49
1889.00;83.53
1888.00;83.59
1887.00;83.65
1886.00;83.70
1885.00;83.71
1884.00;83.72
1883.00;83.76
1882.00;83.81
1881.00;83.85
1880.00;83.87
1879.00;83.88
1878.00;83.88
1877.00;83.86
1876.00;83.84
1875.00;83.85
1874.00;83.86
1873.00;83.84
1872.00;83.79
1871.00;83.77
1870.00;83.81
1869.00;83.88
1868.00;83.99
1867.00;84.09
1866.00;84.17
1865.00;84.20
1864.00;84.20
1863.00;84.21
1862.00;84.22
1861.00;84.22
1860.00;84.22
1859.00;84.23
1858.00;84.25
1857.00;84.28
1856.00;84.30
1855.00;84.33
1854.00;84.35
1853.00;84.35
1852.00;84.34
1851.00;84.34
1850.00;84.35
1849.00;84.37
1848.00;84.38
1847.00;84.41
1846.00;84.46
1845.00;84.54
1844.00;84.63
1843.00;84.71
1842.00;84.72
1841.00;84.67
1840.00;84.60
1839.00;84.56
1838.00;84.55
1837.00;84.54
1836.00;84.55
1835.00;84.58
1834.00;84.62
1833.00;84.63
1832.00;84.64
1831.00;84.67
1830.00;84.73
1829.00;84.79
1828.00;84.82
1827.00;84.81
1826.00;84.80
1825.00;84.78
1824.00;84.77
1823.00;84.77
1822.00;84.77
1821.00;84.77
1820.00;84.77
1819.00;84.79
1818.00;84.82
1817.00;84.86
1816.00;84.90
1815.00;84.95
1814.00;85.00
1813.00;85.02
1812.00;85.03
1811.00;85.06
1810.00;85.12
1809.00;85.20
1808.00;85.26
1807.00;85.33
1806.00;85.38
1805.00;85.43
1804.00;85.46
1803.00;85.52
1802.00;85.60
1801.00;85.70
1800.00;85.81
1799.00;85.93
1798.00;86.02
1797.00;86.08
1796.00;86.11
1795.00;86.15
1794.00;86.23
1793.00;86.32
1792.00;86.44
1791.00;86.57
1790.00;86.68
1789.00;86.73
1788.00;86.75
1787.00;86.79
1786.00;86.86
1785.00;86.94
1784.00;87.02
1783.00;87.09
1782.00;87.16
1781.00;87.21
1780.00;87.25
1779.00;87.31
1778.00;87.37
1777.00;87.41
1776.00;87.45
1775.00;87.52
1774.00;87.63
1773.00;87.78
1772.00;87.91
1771.00;88.01
1770.00;88.04
1769.00;88.02
1768.00;88.00
1767.00;88.05
1766.00;88.12
1765.00;88.15
1764.00;88.15
1763.00;88.18
1762.00;88.26
1761.00;88.35
1760.00;88.39
1759.00;88.40
1758.00;88.43
1757.00;88.48
1756.00;88.54
1755.00;88.58
1754.00;88.57
1753.00;88.52
1752.00;88.45
1751.00;88.42
1750.00;88.41
1749.00;88.35
1748.00;88.25
1747.00;88.14
1746.00;88.03
1745.00;87.88
1744.00;87.69
1743.00;87.54
1742.00;87.43
1741.00;87.32
1740.00;87.17
1739.00;87.02
1738.00;86.84
1737.00;86.61
1736.00;86.35
1735.00;86.08
1734.00;85.81
1733.00;85.48
1732.00;85.05
1731.00;84.59
1730.00;84.16
1729.00;83.72
1728.00;83.25
1727.00;82.79
1726.00;82.32
1725.00;81.82
1724.00;81.29
1723.00;80.81
1722.00;80.37
1721.00;79.93
1720.00;79.42
1719.00;78.85
1718.00;78.20
1717.00;77.44
1716.00;76.62
1715.00;75.79
1714.00;74.95
1713.00;74.06
1712.00;73.14
1711.00;72.22
1710.00;71.33
1709.00;70.45
1708.00;69.57
1707.00;68.67
1706.00;67.74
1705.00;66.83
1704.00;66.03
1703.00;65.37
1702.00;64.67
1701.00;63.65
1700.00;62.40
1699.00;61.32
1698.00;60.42
1697.00;59.43
1696.00;58.22
1695.00;57.04
1694.00;56.06
1693.00;55.18
1692.00;54.28
1691.00;53.31
1690.00;52.31
1689.00;51.36
1688.00;50.55
1687.00;49.89
1686.00;49.24
1685.00;48.41
1684.00;47.49
1683.00;46.88
1682.00;46.63
1681.00;46.57
1680.00;46.66
1679.00;46.92
1678.00;47.36
1677.00;47.98
1676.00;48.82
1675.00;49.82
1674.00;50.83
1673.00;51.76
1672.00;52.65
1671.00;53.59
1670.00;54.61
1669.00;55.65
1668.00;56.59
1667.00;57.35
1666.00;57.97
1665.00;58.57
1664.00;59.19
1663.00;59.81
1662.00;60.37
1661.00;60.84
1660.00;61.25
1659.00;61.62
1658.00;61.94
1657.00;62.24
1656.00;62.53
1655.00;62.81
1654.00;63.08
1653.00;63.41
1652.00;63.77
1651.00;63.94
1650.00;63.97
1649.00;63.97
1648.00;64.00
1647.00;64.05
1646.00;64.12
1645.00;64.20
1644.00;64.24
1643.00;64.25
1642.00;64.24
1641.00;64.23
1640.00;64.23
1639.00;64.24
1638.00;64.22
1637.00;64.15
1636.00;64.05
1635.00;63.95
1634.00;63.84
1633.00;63.68
1632.00;63.52
1631.00;63.36
1630.00;63.20
1629.00;63.02
1628.00;62.84
1627.00;62.67
1626.00;62.52
1625.00;62.38
1624.00;62.22
1623.00;62.02
1622.00;61.82
1621.00;61.65
1620.00;61.51
1619.00;61.39
1618.00;61.25
1617.00;61.09
1616.00;60.91
1615.00;60.73
1614.00;60.50
1613.00;60.25
1612.00;59.97
1611.00;59.68
1610.00;59.40
1609.00;59.13
1608.00;58.89
1607.00;58.65
1606.00;58.43
1605.00;58.22
1604.00;58.01
1603.00;57.80
1602.00;57.57
1601.00;57.36
1600.00;57.17
1599.00;56.98
1598.00;56.77
1597.00;56.53
1596.00;56.25
1595.00;55.95
1594.00;55.62
1593.00;55.28
1592.00;54.91
1591.00;54.52
1590.00;54.12
1589.00;53.75
1588.00;53.42
1587.00;53.13
1586.00;52.91
1585.00;52.75
1584.00;52.68
1583.00;52.70
1582.00;52.82
1581.00;53.02
1580.00;53.26
1579.00;53.51
1578.00;53.75
1577.00;53.97
1576.00;54.15
1575.00;54.27
1574.00;54.34
1573.00;54.36
1572.00;54.36
1571.00;54.33
1570.00;54.25
1569.00;54.13
1568.00;54.02
1567.00;53.92
1566.00;53.81
1565.00;53.72
1564.00;53.66
1563.00;53.65
1562.00;53.68
1561.00;53.72
1560.00;53.66
1559.00;53.44
1558.00;53.29
1557.00;53.24
1556.00;53.14
1555.00;53.00
1554.00;52.86
1553.00;52.75
1552.00;52.64
1551.00;52.51
1550.00;52.36
1549.00;52.25
1548.00;52.18
1547.00;52.11
1546.00;52.01
1545.00;51.87
1544.00;51.75
1543.00;51.67
1542.00;51.62
1541.00;51.47
1540.00;51.20
1539.00;50.92
1538.00;50.71
1537.00;50.56
1536.00;50.42
1535.00;50.24
1534.00;49.98
1533.00;49.70
1532.00;49.49
1531.00;49.35
1530.00;49.23
1529.00;49.10
1528.00;48.98
1527.00;48.86
1526.00;48.77
1525.00;48.73
1524.00;48.72
1523.00;48.70
1522.00;48.64
1521.00;48.61
1520.00;48.66
1519.00;48.77
1518.00;48.88
1517.00;48.99
1516.00;49.14
1515.00;49.35
1514.00;49.61
1513.00;49.89
1512.00;50.18
1511.00;50.45
1510.00;50.69
1509.00;50.87
1508.00;50.93
1507.00;50.84
1506.00;50.77
1505.00;50.78
1504.00;50.78
1503.00;50.78
1502.00;50.81
1501.00;50.88
1500.00;51.00
1499.00;51.14
1498.00;51.29
1497.00;51.45
1496.00;51.63
1495.00;51.83
1494.00;52.05
1493.00;52.26
1492.00;52.45
1491.00;52.62
1490.00;52.78
1489.00;52.97
1488.00;53.19
1487.00;53.42
1486.00;53.64
1485.00;53.85
1484.00;54.05
1483.00;54.24
1482.00;54.42
1481.00;54.62
1480.00;54.83
1479.00;55.05
1478.00;55.27
1477.00;55.48
1476.00;55.67
1475.00;55.84
1474.00;55.99
1473.00;56.17
1472.00;56.38
1471.00;56.60
1470.00;56.79
1469.00;56.96
1468.00;57.14
1467.00;57.33
1466.00;57.52
1465.00;57.74
1464.00;57.98
1463.00;58.22
1462.00;58.46
1461.00;58.70
1460.00;58.95
1459.00;59.21
1458.00;59.47
1457.00;59.77
1456.00;60.08
1455.00;60.33
1454.00;60.52
1453.00;60.69
1452.00;60.86
1451.00;61.04
1450.00;61.22
1449.00;61.39
1448.00;61.52
1447.00;61.63
1446.00;61.71
1445.00;61.74
1444.00;61.69
1443.00;61.54
1442.00;61.31
1441.00;61.00
1440.00;60.60
1439.00;60.07
1438.00;59.31
1437.00;58.22
1436.00;56.94
1435.00;55.72
1434.00;54.61
1433.00;53.53
1432.00;52.41
1431.00;51.32
1430.00;50.34
1429.00;49.50
1428.00;48.86
1427.00;48.44
1426.00;48.16
1425.00;47.96
1424.00;47.81
1423.00;47.76
1422.00;47.79
1421.00;47.81
1420.00;47.79
1419.00;47.76
1418.00;47.79
1417.00;47.87
1416.00;48.00
1415.00;48.18
1414.00;48.42
1413.00;48.66
1412.00;48.92
1411.00;49.22
1410.00;49.57
1409.00;49.92
1408.00;50.28
1407.00;50.64
1406.00;51.00
1405.00;51.36
1404.00;51.73
1403.00;52.14
1402.00;52.54
1401.00;52.94
1400.00;53.35
1399.00;53.78
1398.00;54.21
1397.00;54.60
1396.00;54.97
1395.00;55.37
1394.00;55.77
1393.00;56.16
1392.00;56.53
1391.00;56.86
1390.00;57.17
1389.00;57.49
1388.00;57.83
1387.00;58.19
1386.00;58.57
1385.00;58.93
1384.00;59.28
1383.00;59.62
1382.00;59.95
1381.00;60.26
1380.00;60.55
1379.00;60.83
1378.00;61.11
1377.00;61.39
1376.00;61.68
1375.00;61.96
1374.00;62.24
1373.00;62.51
1372.00;62.78
1371.00;63.05
1370.00;63.31
1369.00;63.57
1368.00;63.84
1367.00;64.12
1366.00;64.37
1365.00;64.61
1364.00;64.83
1363.00;65.06
1362.00;65.32
1361.00;65.60
1360.00;65.89
1359.00;66.17
1358.00;66.43
1357.00;66.70
1356.00;66.99
1355.00;67.30
1354.00;67.62
1353.00;67.93
1352.00;68.23
1351.00;68.51
1350.00;68.77
1349.00;69.01
1348.00;69.23
1347.00;69.43
1346.00;69.61
1345.00;69.77
1344.00;69.89
1343.00;69.96
1342.00;69.96
1341.00;69.89
1340.00;69.78
1339.00;69.64
1338.00;69.49
1337.00;69.30
1336.00;69.03
1335.00;68.64
1334.00;68.12
1333.00;67.48
1332.00;66.72
1331.00;65.86
1330.00;64.89
1329.00;63.85
1328.00;62.76
1327.00;61.68
1326.00;60.66
1325.00;59.74
1324.00;58.94
1323.00;58.29
1322.00;57.80
1321.00;57.43
1320.00;57.14
1319.00;56.90
1318.00;56.70
1317.00;56.50
1316.00;56.30
1315.00;56.08
1314.00;55.81
1313.00;55.49
1312.00;55.14
1311.00;54.76
1310.00;54.36
1309.00;53.94
1308.00;53.48
1307.00;52.99
1306.00;52.46
1305.00;51.85
1304.00;51.17
1303.00;50.43
1302.00;49.65
1301.00;48.86
1300.00;48.09
1299.00;47.37
1298.00;46.70
1297.00;46.08
1296.00;45.52
1295.00;45.02
1294.00;44.58
1293.00;44.17
1292.00;43.80
1291.00;43.45
1290.00;43.12
1289.00;42.81
1288.00;42.50
1287.00;42.22
1286.00;41.97
1285.00;41.74
1284.00;41.55
1283.00;41.38
1282.00;41.25
1281.00;41.13
1280.00;41.03
1279.00;40.98
1278.00;40.97
1277.00;40.99
1276.00;41.03
1275.00;41.09
1274.00;41.19
1273.00;41.30
1272.00;41.42
1271.00;41.56
1270.00;41.72
1269.00;41.88
1268.00;42.06
1267.00;42.26
1266.00;42.49
1265.00;42.72
1264.00;42.97
1263.00;43.23
1262.00;43.49
1261.00;43.77
1260.00;44.05
1259.00;44.35
1258.00;44.67
1257.00;44.98
1256.00;45.29
1255.00;45.59
1254.00;45.89
1253.00;46.17
1252.00;46.43
1251.00;46.65
1250.00;46.84
1249.00;46.96
1248.00;47.04
1247.00;47.08
1246.00;47.08
1245.00;47.04
1244.00;46.96
1243.00;46.86
1242.00;46.77
1241.00;46.67
1240.00;46.56
1239.00;46.42
1238.00;46.26
1237.00;46.07
1236.00;45.86
1235.00;45.62
1234.00;45.37
1233.00;45.09
1232.00;44.77
1231.00;44.42
1230.00;44.08
1229.00;43.77
1228.00;43.56
1227.00;43.47
1226.00;43.50
1225.00;43.62
1224.00;43.80
1223.00;44.04
1222.00;44.31
1221.00;44.60
1220.00;44.91
1219.00;45.26
1218.00;45.63
1217.00;46.00
1216.00;46.35
1215.00;46.69
1214.00;47.04
1213.00;47.39
1212.00;47.75
1211.00;48.11
1210.00;48.46
1209.00;48.79
1208.00;49.12
1207.00;49.45
1206.00;49.80
1205.00;50.14
1204.00;50.48
1203.00;50.83
1202.00;51.19
1201.00;51.55
1200.00;51.90
1199.00;52.22
1198.00;52.52
1197.00;52.79
1196.00;53.00
1195.00;53.14
1194.00;53.22
1193.00;53.22
1192.00;53.17
1191.00;53.05
1190.00;52.89
1189.00;52.67
1188.00;52.42
1187.00;52.18
1186.00;51.97
1185.00;51.77
1184.00;51.60
1183.00;51.49
1182.00;51.45
1181.00;51.48
1180.00;51.59
1179.00;51.78
1178.00;52.03
1177.00;52.34
1176.00;52.68
1175.00;53.04
1174.00;53.40
1173.00;53.76
1172.00;54.11
1171.00;54.47
1170.00;54.83
1169.00;55.19
1168.00;55.52
1167.00;55.82
1166.00;56.12
1165.00;56.41
1164.00;56.68
1163.00;56.93
1162.00;57.18
1161.00;57.42
1160.00;57.67
1159.00;57.93
1158.00;58.20
1157.00;58.46
1156.00;58.70
1155.00;58.93
1154.00;59.18
1153.00;59.44
1152.00;59.70
1151.00;59.97
1150.00;60.25
1149.00;60.56
1148.00;60.88
1147.00;61.20
1146.00;61.52
1145.00;61.83
1144.00;62.13
1143.00;62.43
1142.00;62.75
1141.00;63.07
1140.00;63.35
1139.00;63.55
1138.00;63.65
1137.00;63.64
1136.00;63.48
1135.00;63.11
1134.00;62.47
1133.00;61.53
1132.00;60.34
1131.00;59.06
1130.00;57.85
1129.00;56.85
1128.00;56.07
1127.00;55.47
1126.00;54.96
1125.00;54.46
1124.00;53.87
1123.00;53.10
1122.00;52.14
1121.00;51.04
1120.00;49.92
1119.00;48.96
1118.00;48.30
1117.00;47.98
1116.00;47.98
1115.00;48.23
1114.00;48.65
1113.00;49.15
1112.00;49.71
1111.00;50.31
1110.00;50.96
1109.00;51.63
1108.00;52.29
1107.00;52.94
1106.00;53.57
1105.00;54.19
1104.00;54.78
1103.00;55.33
1102.00;55.84
1101.00;56.31
1100.00;56.74
1099.00;57.15
1098.00;57.52
1097.00;57.84
1096.00;58.09
1095.00;58.25
1094.00;58.28
1093.00;58.15
1092.00;57.85
1091.00;57.40
1090.00;56.86
1089.00;56.24
1088.00;55.60
1087.00;55.01
1086.00;54.55
1085.00;54.28
1084.00;54.24
1083.00;54.42
1082.00;54.80
1081.00;55.33
1080.00;55.94
1079.00;56.56
1078.00;57.14
1077.00;57.65
1076.00;58.10
1075.00;58.51
1074.00;58.87
1073.00;59.19
1072.00;59.41
1071.00;59.53
1070.00;59.57
1069.00;59.56
1068.00;59.51
1067.00;59.41
1066.00;59.25
1065.00;59.06
1064.00;58.86
1063.00;58.65
1062.00;58.45
1061.00;58.27
1060.00;58.12
1059.00;58.03
1058.00;57.96
1057.00;57.89
1056.00;57.80
1055.00;57.70
1054.00;57.62
1053.00;57.57
1052.00;57.59
1051.00;57.68
1050.00;57.83
1049.00;58.02
1048.00;58.26
1047.00;58.54
1046.00;58.85
1045.00;59.18
1044.00;59.52
1043.00;59.87
1042.00;60.22
1041.00;60.56
1040.00;60.88
1039.00;61.19
1038.00;61.47
1037.00;61.72
1036.00;61.96
1035.00;62.21
1034.00;62.48
1033.00;62.75
1032.00;63.01
1031.00;63.25
1030.00;63.49
1029.00;63.75
1028.00;64.02
1027.00;64.29
1026.00;64.57
1025.00;64.86
1024.00;65.12
1023.00;65.30
1022.00;65.32
1021.00;65.05
1020.00;64.31
1019.00;62.91
1018.00;60.71
1017.00;57.83
1016.00;54.71
1015.00;52.03
1014.00;50.34
1013.00;49.78
1012.00;50.11
1011.00;50.99
1010.00;52.12
1009.00;53.35
1008.00;54.56
1007.00;55.64
1006.00;56.52
1005.00;57.22
1004.00;57.76
1003.00;58.20
1002.00;58.56
1001.00;58.87
1000.00;59.12
999.00;59.31
998.00;59.42
997.00;59.49
996.00;59.51
995.00;59.51
994.00;59.50
993.00;59.49
992.00;59.48
991.00;59.48
990.00;59.47
989.00;59.43
988.00;59.36
987.00;59.28
986.00;59.19
985.00;59.10
984.00;59.01
983.00;58.91
982.00;58.82
981.00;58.75
980.00;58.67
979.00;58.59
978.00;58.50
977.00;58.38
976.00;58.27
975.00;58.16
974.00;58.06
973.00;57.99
972.00;57.96
971.00;57.98
970.00;58.06
969.00;58.13
968.00;58.17
967.00;58.14
966.00;58.06
965.00;57.94
964.00;57.80
963.00;57.67
962.00;57.55
961.00;57.41
960.00;57.27
959.00;57.10
958.00;56.94
957.00;56.78
956.00;56.61
955.00;56.46
954.00;56.33
953.00;56.22
952.00;56.11
951.00;56.00
950.00;55.88
949.00;55.75
948.00;55.63
947.00;55.52
946.00;55.41
945.00;55.28
944.00;55.13
943.00;54.95
942.00;54.77
941.00;54.59
940.00;54.42
939.00;54.23
938.00;54.04
937.00;53.83
936.00;53.63
935.00;53.46
934.00;53.31
933.00;53.20
932.00;53.10
931.00;53.01
930.00;52.92
929.00;52.82
928.00;52.73
927.00;52.67
926.00;52.64
925.00;52.64
924.00;52.66
923.00;52.69
