4000.00;98.10
3999.00;98.11
3998.00;98.12
3997.00;98.12
3996.00;98.10
3995.00;98.08
3994.00;98.05
3993.00;98.03
3992.00;98.03
3991.00;98.05
3990.00;98.05
3989.00;98.04
3988.00;98.00
3987.00;97.97
3986.00;97.96
3985.00;97.97
3984.00;97.98
3983.00;97.99
3982.00;98.00
3981.00;98.00
3980.00;98.00
3979.00;98.00
3978.00;98.01
3977.00;98.02
3976.00;98.03
3975.00;98.03
3974.00;98.03
3973.00;98.01
3972.00;97.99
3971.00;97.98
3970.00;97.98
3969.00;97.99
3968.00;98.02
3967.00;98.04
3966.00;98.05
3965.00;98.06
3964.00;98.05
3963.00;98.04
3962.00;98.05
3961.00;98.08
3960.00;98.13
3959.00;98.16
3958.00;98.18
3957.00;98.17
3956.00;98.13
3955.00;98.06
3954.00;97.99
3953.00;97.92
3952.00;97.89
3951.00;97.90
3950.00;97.96
3949.00;98.05
3948.00;98.11
3947.00;98.15
3946.00;98.14
3945.00;98.13
3944.00;98.12
3943.00;98.13
3942.00;98.15
3941.00;98.16
3940.00;98.17
3939.00;98.17
3938.00;98.17
3937.00;98.17
3936.00;98.16
3935.00;98.15
3934.00;98.14
3933.00;98.15
3932.00;98.18
3931.00;98.20
3930.00;98.20
3929.00;98.18
3928.00;98.15
3927.00;98.13
3926.00;98.14
3925.00;98.16
3924.00;98.20
3923.00;98.24
3922.00;98.25
3921.00;98.25
3920.00;98.23
3919.00;98.21
3918.00;98.18
3917.00;98.17
3916.00;98.18
3915.00;98.18
3914.00;98.16
3913.00;98.14
3912.00;98.12
3911.00;98.11
3910.00;98.11
3909.00;98.11
3908.00;98.12
3907.00;98.14
3906.00;98.16
3905.00;98.18
3904.00;98.20
3903.00;98.21
3902.00;98.20
3901.00;98.19
3900.00;98.20
3899.00;98.23
3898.00;98.26
3897.00;98.29
3896.00;98.31
3895.00;98.32
3894.00;98.31
3893.00;98.29
3892.00;98.26
3891.00;98.27
3890.00;98.27
3889.00;98.26
3888.00;98.22
3887.00;98.19
3886.00;98.20
3885.00;98.24
3884.00;98.25
3883.00;98.21
3882.00;98.16
3881.00;98.15
3880.00;98.18
3879.00;98.23
3878.00;98.24
3877.00;98.21
3876.00;98.19
3875.00;98.19
3874.00;98.21
3873.00;98.20
3872.00;98.15
3871.00;98.13
3870.00;98.18
3869.00;98.28
3868.00;98.35
3867.00;98.36
3866.00;98.34
3865.00;98.33
3864.00;98.33
3863.00;98.31
3862.00;98.29
3861.00;98.27
3860.00;98.25
3859.00;98.25
3858.00;98.25
3857.00;98.26
3856.00;98.26
3855.00;98.23
3854.00;98.21
3853.00;98.23
3852.00;98.24
3851.00;98.20
3850.00;98.16
3849.00;98.16
3848.00;98.18
3847.00;98.19
3846.00;98.20
3845.00;98.21
3844.00;98.23
3843.00;98.27
3842.00;98.30
3841.00;98.30
3840.00;98.27
3839.00;98.21
3838.00;98.16
3837.00;98.14
3836.00;98.14
3835.00;98.16
3834.00;98.17
3833.00;98.17
3832.00;98.17
3831.00;98.18
3830.00;98.18
3829.00;98.16
3828.00;98.13
3827.00;98.12
3826.00;98.14
3825.00;98.17
3824.00;98.19
3823.00;98.21
3822.00;98.27
3821.00;98.36
3820.00;98.43
3819.00;98.41
3818.00;98.33
3817.00;98.25
3816.00;98.23
3815.00;98.25
3814.00;98.25
3813.00;98.24
3812.00;98.24
3811.00;98.26
3810.00;98.27
3809.00;98.25
3808.00;98.23
3807.00;98.24
3806.00;98.27
3805.00;98.27
3804.00;98.24
3803.00;98.22
3802.00;98.22
3801.00;98.26
3800.00;98.28
3799.00;98.25
3798.00;98.21
3797.00;98.19
3796.00;98.18
3795.00;98.16
3794.00;98.13
3793.00;98.11
3792.00;98.14
3791.00;98.21
3790.00;98.29
3789.00;98.36
3788.00;98.39
3787.00;98.38
3786.00;98.34
3785.00;98.31
3784.00;98.30
3783.00;98.28
3782.00;98.25
3781.00;98.22
3780.00;98.21
3779.00;98.22
3778.00;98.25
3777.00;98.26
3776.00;98.27
3775.00;98.28
3774.00;98.30
3773.00;98.29
3772.00;98.26
3771.00;98.25
3770.00;98.27
3769.00;98.31
3768.00;98.33
3767.00;98.33
3766.00;98.34
3765.00;98.37
3764.00;98.40
3763.00;98.40
3762.00;98.38
3761.00;98.35
3760.00;98.34
3759.00;98.33
3758.00;98.32
3757.00;98.32
3756.00;98.32
3755.00;98.32
3754.00;98.34
3753.00;98.37
3752.00;98.39
3751.00;98.37
3750.00;98.36
3749.00;98.35
3748.00;98.33
3747.00;98.28
3746.00;98.22
3745.00;98.19
3744.00;98.23
3743.00;98.26
3742.00;98.24
3741.00;98.21
3740.00;98.24
3739.00;98.28
3738.00;98.30
3737.00;98.29
3736.00;98.27
3735.00;98.25
3734.00;98.22
3733.00;98.21
3732.00;98.22
3731.00;98.23
3730.00;98.23
3729.00;98.23
3728.00;98.26
3727.00;98.31
3726.00;98.38
3725.00;98.43
3724.00;98.44
3723.00;98.45
3722.00;98.46
3721.00;98.47
3720.00;98.44
3719.00;98.39
3718.00;98.33
3717.00;98.28
3716.00;98.25
3715.00;98.22
3714.00;98.20
3713.00;98.19
3712.00;98.20
3711.00;98.22
3710.00;98.24
3709.00;98.25
3708.00;98.24
3707.00;98.22
3706.00;98.19
3705.00;98.17
3704.00;98.16
3703.00;98.14
3702.00;98.12
3701.00;98.11
3700.00;98.11
3699.00;98.10
3698.00;98.10
3697.00;98.09
3696.00;98.09
3695.00;98.07
3694.00;98.04
3693.00;98.01
3692.00;97.97
3691.00;97.94
3690.00;97.89
3689.00;97.85
3688.00;97.82
3687.00;97.79
3686.00;97.75
3685.00;97.72
3684.00;97.71
3683.00;97.70
3682.00;97.68
3681.00;97.64
3680.00;97.61
3679.00;97.60
3678.00;97.58
3677.00;97.54
3676.00;97.50
3675.00;97.47
3674.00;97.42
3673.00;97.30
3672.00;97.17
3671.00;97.09
3670.00;97.09
3669.00;97.16
3668.00;97.21
3667.00;97.22
3666.00;97.18
3665.00;97.11
3664.00;97.02
3663.00;96.94
3662.00;96.90
3661.00;96.87
3660.00;96.82
3659.00;96.72
3658.00;96.60
3657.00;96.51
3656.00;96.50
3655.00;96.53
3654.00;96.53
3653.00;96.50
3652.00;96.44
3651.00;96.37
3650.00;96.27
3649.00;96.16
3648.00;96.08
3647.00;96.03
3646.00;95.98
3645.00;95.91
3644.00;95.80
3643.00;95.68
3642.00;95.58
3641.00;95.52
3640.00;95.50
3639.00;95.49
3638.00;95.46
3637.00;95.41
